id,message,from_id,reply_to,year,month,day,hour,minute,second
409414,.,5774169366,-1,2023,3,7,13,48,25
409427,حواره للخارج من نابلس ؟,325418964,-1,2023,3,7,13,50,2
409428,سالك سالك,1827882971,409427,2023,3,7,13,50,9
409429,حوارة في عليها مستوطنين,5633332941,-1,2023,3,7,13,50,18
409430,وين,1332172310,409429,2023,3,7,13,50,26
409431,كيف طريق من طوباس لرام الله,5661074759,-1,2023,3,7,13,50,35
409432,سلام,5593129285,-1,2023,3,7,13,50,37
409433,لا مافب,1827882971,409429,2023,3,7,13,50,37
409434,شو وضع المربعه ؟,1507939991,-1,2023,3,7,13,50,39
409435,في حاجز بس سالك,1827882971,409434,2023,3,7,13,50,47
409436,حوارة سالكة؟,5190660308,-1,2023,3,7,13,50,57
409437,في ازمة عحاجز حوارة؟,5403676950,-1,2023,3,7,13,50,58
409438,شباب كيف الوضع صرة ودير شرف,2122512266,-1,2023,3,7,13,51,8
409439,⭕️حاجز حواره سالك حركه سير طبيعيه,1827882971,-1,2023,3,7,13,51,13
409440,سالك صره,1827882971,-1,2023,3,7,13,51,17
409441,شو وضع ديرشرف,5388366346,-1,2023,3,7,13,51,22
409442,سالكة حركة سير طبيعية,1278989564,409436,2023,3,7,13,51,36
409443,لهسه مناح,1278989564,409438,2023,3,7,13,51,40
409444,جاوبتك,1827882971,409441,2023,3,7,13,51,43
409445,وضع دير شرف ؟,1248733370,-1,2023,3,7,13,52,26
409446,اقرا هلا جاوبت,1827882971,409445,2023,3,7,13,52,48
409447,شباب شو الوضع فاتحه طريق صرة ودير شرف ؟,5015281840,-1,2023,3,7,13,52,54
409448,من دير شرف لجنين شو وضع الطريق,5115882250,-1,2023,3,7,13,52,56
409449,اه سالكين,1827882971,409447,2023,3,7,13,53,1
409450,شباب شو وضع اريحا,5267282649,-1,2023,3,7,13,53,4
409451,سالكه الطريق,1827882971,409448,2023,3,7,13,53,8
409452,,5667642888,-1,2023,3,7,13,53,23
409453,يسلمو,5115882250,-1,2023,3,7,13,53,24
409455,يا اخوان الي بازمة حواره في سيارة مستوطنين سكودا لون بني المستوطنين طالعين من شبابيكها وبتحركشو بالسيارت انتبهو✋,2088721086,-1,2023,3,7,13,53,34
409456,"""""""""",5738990397,-1,2023,3,7,13,53,41
409458,,5640136471,-1,2023,3,7,13,54,38
409459,شو وضع حواره شبباب ضروري,1887940597,-1,2023,3,7,13,54,41
409460,,5640136471,-1,2023,3,7,13,54,53
409461,"الحاجز سالك
حركة سير قوية وازمات طبيعية ع الدواوير",1278989564,409459,2023,3,7,13,54,58
409462,حركه سير قويه ماشيه,1827882971,409459,2023,3,7,13,54,58
409463,كان في مازدا,5081087766,409455,2023,3,7,13,54,59
409464,الحيش انسحب من المساكن عالاغلب فاتحه,5433091299,409458,2023,3,7,13,55,4
409465,ازمة زعترة لعند أول الكوربة اللي قبلها,5418354984,-1,2023,3,7,13,55,8
409466,,5640136471,-1,2023,3,7,13,55,17
409467,شرطة على دوار زعترة,1829705126,-1,2023,3,7,13,55,18
409468,حواره البلد مافيها  وزعتره تمام بس التنتين ازمه,6002398373,-1,2023,3,7,13,55,38
409469,يتساهر طمنونا في اشي,1043789714,-1,2023,3,7,13,55,52
409470,حاجززز حواره سالك,2039962330,-1,2023,3,7,13,56,2
409471,شباب حوارة سالكة ؟؟,1473520236,-1,2023,3,7,13,56,2
409472,؟؟,2039962330,-1,2023,3,7,13,56,3
409473,شباب شو وض يتسهار ؟؟؟,1898550155,-1,2023,3,7,13,56,9
409474,لا سالك,1827882971,409469,2023,3,7,13,56,9
409475,اه سالة,1043789714,-1,2023,3,7,13,56,12
409476,سالك,1043789714,-1,2023,3,7,13,56,15
409477,سااااالكه,1827882971,409471,2023,3,7,13,56,18
409478,شو ضوع صرة,992624358,-1,2023,3,7,13,56,21
409479,,1043789714,-1,2023,3,7,13,56,28
409480,حوارة  سالكه,5301962003,-1,2023,3,7,13,56,30
409481,نعم سال ازمه طبيعيه,1043789714,-1,2023,3,7,13,56,37
409482,سالك,1043789714,-1,2023,3,7,13,56,40
409483,,5667642888,-1,2023,3,7,13,56,52
409484,"مباشر أقتحام نابلس وجنين الأن 👇

https://t.me/rassd",5680297914,-1,2023,3,7,13,57,9
409485,شباب شفي شمرون كيف,5637352182,-1,2023,3,7,13,57,11
409486,مافي شي ع يتسهار وسالكه,6002398373,-1,2023,3,7,13,57,20
409487,سالك,1758705323,409485,2023,3,7,13,57,33
409488,طريق اربحا,6050332988,-1,2023,3,7,13,57,49
409489,للي جاي من الجنوب على الشمال سيارة شرطة قبل دوار زعترة,5294930564,-1,2023,3,7,13,57,49
409490,كيف,6050332988,-1,2023,3,7,13,57,51
409491,شباب في جيش في عسكر  او البلد,782724220,-1,2023,3,7,13,58,7
409492,سالك,1428370357,409485,2023,3,7,13,58,12
409493,شو وضع  صرة,5881220589,-1,2023,3,7,13,58,15
409494,لا,1018320076,409491,2023,3,7,13,58,22
409495,ما في اشي ع زعترة,1897075590,409467,2023,3,7,13,58,24
409496,سالكة لهاي اللحظة,1278989564,409493,2023,3,7,13,58,28
409497,دير شرف سالكه ولا لا,5739856818,-1,2023,3,7,13,58,36
409498,شباب ديروا بالكم في مستوطنين اثنين ملثمين وماسكين زجاجات على دوار يتسهار.,5203409551,-1,2023,3,7,13,58,44
409499,شباب طريق اريحا,6050332988,-1,2023,3,7,13,58,47
409500,ولا بدكم اموت,6050332988,-1,2023,3,7,13,58,51
409501,يتسهار سالك,1673057369,-1,2023,3,7,13,58,51
409502,"منيحة الطريق 
في ع زعترة سيارة شرطة",1278989564,409499,2023,3,7,13,59,9
409503,,5667642888,-1,2023,3,7,13,59,37
409504,حاجز حوارة سالك ؟؟,2030502684,-1,2023,3,7,13,59,52
409505,يتسهار نمر ولا كيف,1375616866,-1,2023,3,7,14,0,7
409506,,1312264512,-1,2023,3,7,14,0,7
409507,,5596674318,-1,2023,3,7,14,0,12
409508,عليها حاجز لاخر تحديث بس بمشي,1278989564,409503,2023,3,7,14,0,16
409509,هي الحاجز رايح,1278989564,409507,2023,3,7,14,0,24
409510,المربعة فاضية,5596674318,-1,2023,3,7,14,0,25
409511,سالك,1278989564,409504,2023,3,7,14,0,28
409512,سالك يتسهار كمان,1278989564,409505,2023,3,7,14,0,35
409513,صره شو وضعها؟؟,5047737120,-1,2023,3,7,14,0,46
409514,منيحة لهاي اللحظة,1278989564,409513,2023,3,7,14,0,53
409515,حاجز حوارة سالك ونظيف,5912318119,-1,2023,3,7,14,1,8
409516,دير شرف سالك في الاتجاهين,6171426033,-1,2023,3,7,14,1,10
409517,ازمة معتادة ترويحة الناس 👍🏻,1278989564,409506,2023,3,7,14,1,13
409518,شافي شومرون شو وضع الطريق من جنين ل نابلس؟؟,5518955811,-1,2023,3,7,14,1,13
409519,سالك شافي شمرون حالياً,1278989564,409518,2023,3,7,14,1,23
409520,,5667642888,-1,2023,3,7,14,1,27
409521,"هي صورولك المربعة سالكة
توكل على الله الوضع منيح",1278989564,409520,2023,3,7,14,1,57
409522,شو وضع المربعة؟,5360411796,-1,2023,3,7,14,2,1
409523,دير شرف,5678642207,-1,2023,3,7,14,2,36
409524,هي فيديو للمربعة فوق سااالكة,1018320076,-1,2023,3,7,14,2,38
409525,,5667642888,-1,2023,3,7,14,3,3
409527,حوميش سكروا هس,1065516019,-1,2023,3,7,14,3,9
409528,هي وصلتنا هناك,1065516019,-1,2023,3,7,14,3,23
409529,بوابة تل ليتسهار مغلقة اصل,1278989564,409525,2023,3,7,14,3,24
409531,سالكة,1278989564,409523,2023,3,7,14,3,40
409532,سالكة بس انتبه من الشرطة,1018320076,409526,2023,3,7,14,4,15
409533,حوارة شو الوضع شباب,5303701495,-1,2023,3,7,14,4,31
409534,المربعه سالكه ما في حاجز,1507939991,-1,2023,3,7,14,4,32
409536,من زعترة لحاجز حوارة الوضع سالك,1897618975,-1,2023,3,7,14,4,34
409537,عناب سالك ؟,5454843421,-1,2023,3,7,14,5,9
409538,مخصوم على حومش,5435459553,-1,2023,3,7,14,5,25
409539,من ٤ دقائق مرقت سالك,1720547330,409537,2023,3,7,14,5,33
409540,حوارة شباب الوضع,5303701495,-1,2023,3,7,14,5,45
409541,جنات عليها اشي ؟,282742656,-1,2023,3,7,14,5,53
409542,في شي ب نابلس؟,5843971066,-1,2023,3,7,14,6,4
409543,لا,1018320076,409542,2023,3,7,14,6,12
409544,كيف حاجز قلنديا,5419599183,-1,2023,3,7,14,6,18
409545,صره!؟,1345477114,-1,2023,3,7,14,6,27
409546,اه في اقتحام,5823300154,-1,2023,3,7,14,6,28
409547,كيف شباب,1345477114,-1,2023,3,7,14,6,34
409548,منيح ازمة معتادة ماشية,1278989564,409540,2023,3,7,14,6,34
409549,سالكة أزمة طبيعية,1018320076,409540,2023,3,7,14,6,35
409550,اكدولنا ١٠٠%,1897075590,409527,2023,3,7,14,6,38
409551,عليه حاجز اه,1278989564,409550,2023,3,7,14,6,45
409552,لهسه منيحة,1278989564,409547,2023,3,7,14,6,50
409553,صره كيف شباب,1345477114,-1,2023,3,7,14,6,55
409554,كيف الطريق من رام الله لاريحا؟,1347957151,-1,2023,3,7,14,6,57
409555,صره فاتحخ؟؟,5166878575,-1,2023,3,7,14,6,58
409556,صره قبل ٥ دقايق كان فاتح,5272604525,-1,2023,3,7,14,7,16
409557,بمرقو والا مغلق؟؟,5060470279,409527,2023,3,7,14,7,17
409558,صرة سالك,1018320076,-1,2023,3,7,14,7,35
409559,دوار يتسهار ؟؟,5586108889,-1,2023,3,7,14,7,48
409560,,1312264512,-1,2023,3,7,14,7,54
409561,شو وضع مدخل بيت فوريك !؟,1932745707,-1,2023,3,7,14,8,28
409562,طريق عصيره ١٧ سالك ؟,1823500133,-1,2023,3,7,14,8,32
409563,كهربائي سيارات في سلفيت للضرورة,5909173831,-1,2023,3,7,14,8,35
409564,شو وضع دوار يتسهار يا اخوان ؟؟,5586108889,-1,2023,3,7,14,8,49
409565,من رام الله لبيت لحم كيف طريق,5410423044,-1,2023,3,7,14,8,52
409566,شباب,1834867710,-1,2023,3,7,14,8,57
409567,بمرقوا بس تفتيش سيارة سيارة,1065516019,-1,2023,3,7,14,8,58
409568,كيف الوضع على زعترة,1834867710,-1,2023,3,7,14,9,1
409569,ابو محمود في المنطقة الصناعية,5427792603,409563,2023,3,7,14,9,7
409570,حاجز بيت فوري كيف الوضع سالك,5763376801,-1,2023,3,7,14,9,15
409571,"مساء الخير 
متحرك من رام الله الى نابلس نوافيكم بكل جديد",1688669181,-1,2023,3,7,14,9,18
409572,كل .. ٥ ١٠ دقايق سيارة,1065516019,-1,2023,3,7,14,9,20
409573,زعترة ازمة حاليا,1403309066,-1,2023,3,7,14,9,20
409574,شو,5410423044,409565,2023,3,7,14,9,21
409575,كيف طريق,5410423044,-1,2023,3,7,14,9,41
409576,من رام الله لبيت لحم,5410423044,-1,2023,3,7,14,9,48
409577,وين هاي,5909173831,409569,2023,3,7,14,9,49
409578,"مباشر أقتحام نابلس وجنين الأن 👇

https://t.me/rassd",5680297914,-1,2023,3,7,14,9,53
409579,ت,5962926420,-1,2023,3,7,14,9,56
409580,يسعد مساكم شباب كيف وضع الطريق للقصرا,2137610889,-1,2023,3,7,14,9,58
409581,سالك,1278989564,409559,2023,3,7,14,9,59
409582,شو وضع دير شرف,5775659613,-1,2023,3,7,14,10,3
409583,حواره او المربعة كيف الطريق,1853436745,-1,2023,3,7,14,10,9
409584,هينا عند المجدل,1834867710,-1,2023,3,7,14,10,14
409585,عند جامعة القدس المفتوحة القديمة,5427792603,409577,2023,3,7,14,10,14
409586,اخر تحديث سالك,1018320076,409582,2023,3,7,14,10,19
409587,المربعة سالكة مافي ولا شي ولا في حاجز هلا مرقنا,1422336271,-1,2023,3,7,14,10,22
409588,الطريق سالكة لعند المغير,1834867710,-1,2023,3,7,14,10,25
409589,سالكات الحواجز الجهتين حالياً,1278989564,409583,2023,3,7,14,10,49
409590,المربعة سالكة بالاتجاهين وحوارة سالك,1018320076,409583,2023,3,7,14,10,51
409591,شكرا,1853436745,409587,2023,3,7,14,10,52
409592,حومش حاليا,5866827647,-1,2023,3,7,14,10,54
409593,شكرا,1853436745,409590,2023,3,7,14,10,58
409594,حواره شو وضعها,5430086586,-1,2023,3,7,14,11,18
409595,,5435459553,-1,2023,3,7,14,11,22
409596,تقتيش  على حومش,5435459553,-1,2023,3,7,14,11,38
409598,,1834867710,-1,2023,3,7,14,11,50
409599,الي رايح على اريحا الطريق سالكة,1834867710,-1,2023,3,7,14,12,7
409600,حواره,5430086586,-1,2023,3,7,14,12,17
409601,طويله قصتك,5435459553,409592,2023,3,7,14,12,23
409602,شو وضع زعترة؟!,1464548640,-1,2023,3,7,14,12,30
409603,حاليا شافي شمرون دير شرف سالك ومافي ازمه,6002398373,-1,2023,3,7,14,12,31
409604,يخوان شو وضع حواره؟؟؟؟؟,833575361,-1,2023,3,7,14,12,47
409605,سالك مع تواجد شرطة,1018320076,409602,2023,3,7,14,12,50
409607,اكيد حواره سالكه ؟,833575361,-1,2023,3,7,14,13,2
409608,"الحاااجز سالك
البلد ازمة معتادة وماشية",1278989564,409604,2023,3,7,14,13,44
409609,يتسهار سالك ما في شي,926921802,-1,2023,3,7,14,13,49
409610,اه سالكة حوارة,5746014385,-1,2023,3,7,14,14,0
409611,من الرام على نابلس في اي اشي على الطريق,5620303958,-1,2023,3,7,14,14,3
409612,زعترة ازمة سير كببرة للداخل,1403309066,-1,2023,3,7,14,14,20
409613,,5866827647,-1,2023,3,7,14,14,34
409614,حومش تفتيش للسيارات,5866827647,-1,2023,3,7,14,14,37
409615,وازمه قويه,5866827647,-1,2023,3,7,14,14,44
409616,دوار يتسهار ما في مستوطنين ولا شي,926921802,-1,2023,3,7,14,16,14
409617,حوارة سالكه,5301962003,-1,2023,3,7,14,16,19
409618,فش اشي,5301962003,-1,2023,3,7,14,16,28
409619,وحوارة سالك و يتسهار سالك,926921802,-1,2023,3,7,14,16,29
409620,لا ما في,1278989564,409616,2023,3,7,14,16,36
409621,مرحبا   كيف حوارة,5149913380,-1,2023,3,7,14,16,47
409622,سالكة,1018320076,409621,2023,3,7,14,17,3
409623,"مانا بحكي ما بسال 
هلا مرقت ما في شي",926921802,409620,2023,3,7,14,17,9
409624,كيف صرة,712841338,-1,2023,3,7,14,17,16
409625,للي طالع,712841338,-1,2023,3,7,14,17,17
409626,شو وضع يستهار ي شباب,5379325525,-1,2023,3,7,14,17,32
409627,سالك,1897075590,409626,2023,3,7,14,17,48
409628,دوار المناره وين؟!,5410423044,-1,2023,3,7,14,17,49
409629,"انا ع حومش
للي نازل ع جنين تفتيش دقيق جدا وأزمة",5775385684,-1,2023,3,7,14,17,58
409630,برام الله,1130698698,409628,2023,3,7,14,18,9
409631,طريق اتسهار,2055140574,-1,2023,3,7,14,18,20
409632,اديش بدهم وقت من دوار المناره لبيت لحم؟!,5410423044,-1,2023,3,7,14,18,26
409633,كيف,2055140574,-1,2023,3,7,14,18,29
409634,بدها ساعه ونص,1130698698,409632,2023,3,7,14,18,47
409635,ساعة ونص,1834867710,409632,2023,3,7,14,18,57
409636,الجيش الاسرائيلي الان يعلن إستخدام سلاح الجو في مخيم جنين,731816327,-1,2023,3,7,14,19,3
409637,سالكه طريق؟!,5410423044,-1,2023,3,7,14,19,4
409638,سالكة,1897075590,409631,2023,3,7,14,19,9
409639,كيف وضع صرا,5254469653,-1,2023,3,7,14,19,14
409640,صرة,5254469653,-1,2023,3,7,14,19,15
409641,قلنديا شو وضعها,1022895406,-1,2023,3,7,14,19,22
409642,سالكه طريق؟!,5410423044,409635,2023,3,7,14,19,31
409643,شو وضع طريق رام الله نابلس,6012633064,-1,2023,3,7,14,19,40
409644,شو وضع طريق دير شرف,5373755065,-1,2023,3,7,14,19,48
409645,سالكة,1278989564,409639,2023,3,7,14,19,51
409646,,1312264512,409635,2023,3,7,14,19,53
409647,سالك لهسه,1278989564,409644,2023,3,7,14,19,56
409648,حومش ازمه خانقه السير شبه معطل,6002398373,-1,2023,3,7,14,20,4
409649,⭕️ حاجز الحمرا سالك,946490964,-1,2023,3,7,14,20,8
409650,في حاجز,6002398373,-1,2023,3,7,14,20,13
409651,وينتا هاد الحكي,5774880347,409648,2023,3,7,14,20,35
409652,شو وع حوارة وزعترة,1380530935,-1,2023,3,7,14,20,37
409653,يا شباب,1380530935,-1,2023,3,7,14,20,43
409654,,1312264512,-1,2023,3,7,14,20,54
409655,حواره شو وضعها؟,833575361,-1,2023,3,7,14,21,0
409656,شو وضع الطريق للقصرا,2137610889,-1,2023,3,7,14,21,3
409657,,6002398373,409651,2023,3,7,14,21,13
409658,هلا,6002398373,-1,2023,3,7,14,21,18
409659,هسه,1523055741,409651,2023,3,7,14,21,20
409660,صحيح,6002398373,409659,2023,3,7,14,21,40
409661,سبحان الله هس من عشر دقايق مرقت,5774880347,409659,2023,3,7,14,21,44
409662,شو وضع الطريق من اريحا لجنين الحمره,1677806551,-1,2023,3,7,14,21,54
409663,جب جيش،وقف على ١٧,1823500133,-1,2023,3,7,14,21,59
409664,سالكة,5507527703,409639,2023,3,7,14,21,59
409665,حرارة  مارة,5763246712,-1,2023,3,7,14,22,7
409666,انزول بيتا ازمة حتى حاجز زعترة,1403309066,-1,2023,3,7,14,22,12
409667,حوارة سالك تماما داخل وخارج,5781715883,-1,2023,3,7,14,22,21
409668,اذا الطريق سالكة بكون اقل بشوي,1834867710,-1,2023,3,7,14,22,36
409669,,1312264512,-1,2023,3,7,14,23,2
409671,اه بدها وقت كثير,1834867710,409646,2023,3,7,14,23,16
409672,يسلمو,1677806551,-1,2023,3,7,14,23,34
409673,قبلان افضل بكثير,1403309066,-1,2023,3,7,14,24,5
409674,,1312264512,409670,2023,3,7,14,24,28
409675,يتسهار سالك ما في اشي,1165544987,-1,2023,3,7,14,24,30
409676,الخارج من اريحا كيف الوضع,5502884633,-1,2023,3,7,14,24,36
409677,شو وضع صرة,5143491297,-1,2023,3,7,14,24,52
409678,اه روحت,946490964,409674,2023,3,7,14,24,53
409679,من اريحا لحد جوريس سالكة ولا قي اشي,1834867710,-1,2023,3,7,14,25,4
409680,خط يتسهار سالك تماماً,1278989564,-1,2023,3,7,14,25,7
409682,حومش سلكت  فقط للي طالع من السيله,6002398373,-1,2023,3,7,14,25,48
409683,زعترة ولا قبلان ؟,564077127,-1,2023,3,7,14,25,55
409684,شو وضع دير شىدرف,1698599482,-1,2023,3,7,14,26,10
409685,نابلس طولكرم سالكة !؟,5156549553,-1,2023,3,7,14,26,14
409686,دير شرف,1698599482,-1,2023,3,7,14,26,14
409687,دير شرف سالك,1018320076,-1,2023,3,7,14,26,30
409688,سيلة الظهر بإتجاه يتسهار سالك,5460641771,-1,2023,3,7,14,27,5
409689,,1312264512,409678,2023,3,7,14,27,5
409690,الخارج من سيلة الظهر,5460641771,-1,2023,3,7,14,27,11
409691,اللي رايح عالسيله,6002398373,-1,2023,3,7,14,27,41
409692,صره مافي م,5522829875,-1,2023,3,7,14,28,7
409693,"يزيدك عافية يا رب 
في الجفتلك",946490964,409689,2023,3,7,14,28,42
409694,زعترة!؟!,564077127,-1,2023,3,7,14,29,0
409695,كيف طريق حواره,5522829875,-1,2023,3,7,14,29,4
409696,سالكة والي نازل من زعترة ع حوارة ازمة شوية,1018320076,409695,2023,3,7,14,29,29
409697,شو الوضع من رام الله ل جفنا,5468965616,-1,2023,3,7,14,30,13
409698,"يعطيكم العافية 
شو وضع حاجز بيت ايل",1687272782,-1,2023,3,7,14,30,30
409699,هههههههههههه,6174119769,409697,2023,3,7,14,30,33
409700,نابلس جنين سالك؟,1744827260,-1,2023,3,7,14,30,34
409701,سالكة,6174119769,-1,2023,3,7,14,30,35
409702,سالك,564077127,409697,2023,3,7,14,30,43
409703,,1312264512,409699,2023,3,7,14,30,54
409704,حاجز على حومش,1827882971,409700,2023,3,7,14,30,57
409705,😂,564077127,-1,2023,3,7,14,31,0
409706,ليش معو حق يضحك مش شايفين كيف البلاد مولعة و كيف الشهدا,5468965616,-1,2023,3,7,14,31,29
409707,كل الطرق بتولع,5468965616,-1,2023,3,7,14,31,33
409708,زعترة,564077127,-1,2023,3,7,14,31,34
409709,بعدين الجروب للمساعدة مش للمسخرة,5468965616,-1,2023,3,7,14,31,43
409710,الطريق الي سالت عنها داخليه,1827882971,409707,2023,3,7,14,31,46
409711,اللي بدو يتمسخر ما يرد,5468965616,-1,2023,3,7,14,31,58
409712,يختي جفنا ورام الله واحد فش اشي اتوكلي ع الله,6174119769,-1,2023,3,7,14,31,59
409713,حوارة سالك,1165544987,-1,2023,3,7,14,32,15
409715,كيف الطريق الى نابلس,6136987142,-1,2023,3,7,14,32,16
409716,حومش بمرقو ولا لا,809900042,-1,2023,3,7,14,32,20
409717,القصة ومافيها انو ما بتنقاس طريق جفنا على طريق حوارة يتسهار ههههه,6174119769,-1,2023,3,7,14,32,24
409718,خلص نهينا المووضوع,1827882971,-1,2023,3,7,14,32,28
409719,من نابلس لجنين كيف الطريق؟,929498037,-1,2023,3,7,14,32,30
409721,طريق جبع؟,929498037,409719,2023,3,7,14,32,46
409722,تفتيش وبمرقو,1827882971,-1,2023,3,7,14,32,47
409723,حاجز على حومش,1018320076,409719,2023,3,7,14,32,49
409724,سالكه,1827882971,409721,2023,3,7,14,32,54
409725,..,1687272782,409698,2023,3,7,14,32,58
409726,حواره و يتسهار سالكه,1696004729,-1,2023,3,7,14,33,11
409727,قبل شوي وصلنا رام الله من جنين كان كل شيء سالك وتمام,5926141241,-1,2023,3,7,14,33,12
409728,حركه السير المعتاده مافي حواجز,1827882971,409725,2023,3,7,14,33,17
409729,شباب كيف الطلعه من نابلس,5665050599,-1,2023,3,7,14,33,36
409730,ازمة يلي مروح من رام الله وعطارة ازمة,5926141241,-1,2023,3,7,14,33,38
409731,,1312264512,-1,2023,3,7,14,33,42
409732,مافي حواجز سالكه,1827882971,409729,2023,3,7,14,33,48
409733,طولكرم لنابلس سالكة؟,5324363903,-1,2023,3,7,14,34,0
409734,حومش مسكرة,5981431030,-1,2023,3,7,14,34,6
409735,👍,5665050599,409732,2023,3,7,14,34,6
409736,كيف حوارة,6204650455,-1,2023,3,7,14,34,11
409737,من أن م ود,5204000487,-1,2023,3,7,14,34,15
409738,ود,5204000487,-1,2023,3,7,14,34,18
409739,,5204000487,-1,2023,3,7,14,34,31
409740,للداخل من حواره شوي وبفتحو بحطو مكعبات,833575361,-1,2023,3,7,14,34,31
409741,,5204000487,-1,2023,3,7,14,34,32
409742,,833575361,-1,2023,3,7,14,34,41
409743,.,833575361,409740,2023,3,7,14,35,1
409744,,5107499440,-1,2023,3,7,14,35,56
409745,حومش  مسكر,5107499440,-1,2023,3,7,14,35,58
409746,وضع طريق من رام الله إلى طوباس,5661074759,-1,2023,3,7,14,36,4
409747,زعترة ازمة ماشية,564077127,-1,2023,3,7,14,36,13
409748,رام الله زعتره تمام,6059305820,-1,2023,3,7,14,36,20
409749,خواره شباب,5026580665,-1,2023,3,7,14,36,30
409750,شباب شو وضع الطريق من رام الله ل جنين,1734205472,-1,2023,3,7,14,36,31
409751,شو وضعها؟,5026580665,-1,2023,3,7,14,36,33
409752,فقط ازمه بسيطه ع زعتره,6059305820,-1,2023,3,7,14,36,33
409753,كيف يتما,5086713822,-1,2023,3,7,14,36,35
409754,"طريق جنين مسكر تماماً عند حومش سيلة الظهر 
بالاتجاهين 

طريقة عصيرة سالك",1349353184,-1,2023,3,7,14,36,42
409755,,1312264512,409746,2023,3,7,14,36,45
409756,شو وضع ديرشرف,5189491958,-1,2023,3,7,14,39,58
409757,يا شباب,5189491958,-1,2023,3,7,14,39,59
409758,شو وضع صره,1801944802,-1,2023,3,7,14,40,24
409759,حومش مغلق والسير شبع واقف للداخل ع جنين,1278989564,-1,2023,3,7,14,40,36
409760,سالك لهسه,1278989564,409756,2023,3,7,14,40,38
409761,منيحة,1278989564,409758,2023,3,7,14,40,41
409762,صره شباب كيف,5786242365,-1,2023,3,7,14,40,42
409763,شرطة من إشارات شيلو الى سنجل,1688669181,-1,2023,3,7,14,40,42
409764,شو وضع زعترة وقبلان ؟؟,1315419311,409761,2023,3,7,14,41,3
409765,سالكة,1018320076,409762,2023,3,7,14,41,6
409766,سكرو حواره,6196262291,-1,2023,3,7,14,41,15
409767,زعترة ازمة خفيفة ماشية,1278989564,409764,2023,3,7,14,41,16
409768,وقبلان حركة سير ماشية,1278989564,-1,2023,3,7,14,41,22
409769,دوار شرف سالكه؟؟,5376614091,-1,2023,3,7,14,41,24
409770,جرافه باول حواره للدخل بعد دوار بيت,5123948715,-1,2023,3,7,14,41,26
409771,يعني حالياً الجهتين مناح,1278989564,-1,2023,3,7,14,41,29
409772,شكلهم بسكرو بالشارع,5123948715,-1,2023,3,7,14,41,33
409773,,5123948715,-1,2023,3,7,14,41,39
409774,سكرو مكعبات,6196262291,409772,2023,3,7,14,41,49
409775,يتم وضع مكعبات اسمنتية على جنب الشارع,1018320076,409770,2023,3,7,14,41,50
409776,حوارة الجيش حط حجار عالشارع سكرو الطريق للي طالع من حوارة باتجاه رام الله,1967523244,-1,2023,3,7,14,41,55
409777,,5337437114,-1,2023,3,7,14,42,30
409778,يعني ما بمرقو حدا ؟,5936036296,-1,2023,3,7,14,42,32
409779,؟,5936036296,409776,2023,3,7,14,42,41
409780,لحد الان السير باول حواره للداخل بعد دوار بيتا واقف وفي جرافه,5123948715,-1,2023,3,7,14,43,11
409781,يعني سكرو حواره ولا شہو -🐥✨ لانو مروحين من رام الله,5806085379,409779,2023,3,7,14,43,30
409782,كيف زعترة لحوارة؟,1325151993,-1,2023,3,7,14,43,47
409783,"انا مروحة من رام الله ومرقت عادي 
بس سكرو الاتجاه التاني للي رايح ع رام الله",1967523244,-1,2023,3,7,14,43,53
409784,حومش شو وضعها,1833762359,-1,2023,3,7,14,43,54
409785,فتح السير,5123948715,409780,2023,3,7,14,43,57
409786,لا اطلع هاي بدها تسكر الطرق الفرعيه الرئيسيه بقدروش يسكروهن,5433091299,409781,2023,3,7,14,44,3
409787,بشتغلو بالجرافة بوضع مكعبات . لتخلص شغل بفتح السارع,1018320076,409781,2023,3,7,14,44,7
409788,,5123948715,-1,2023,3,7,14,44,21
409790,الشارع,5230403802,-1,2023,3,7,14,44,35
409791,"الحجار مش عشان يسكرو الشارع 
هسه شوي وبسلك وبفتحو",1278989564,409776,2023,3,7,14,44,37
409792,يسلمو غالين,5806085379,-1,2023,3,7,14,44,47
409793,إشارات عيلي سالك,1688669181,-1,2023,3,7,14,44,52
409794,درب السلامة للجميع,5230403802,-1,2023,3,7,14,44,57
409795,⭕️حومش فتحت للداخل ع جنين,1278989564,-1,2023,3,7,14,44,57
409796,حاجز حوارة فاتح؟,5785015680,-1,2023,3,7,14,45,21
409797,دوار يتسهار سالك,1278989564,-1,2023,3,7,14,45,21
409798,,1312264512,-1,2023,3,7,14,45,27
409799,فاتح اه,1278989564,409796,2023,3,7,14,45,27
409800,معبر الجيب فاتح وسالك,1018320076,-1,2023,3,7,14,46,19
409801,زعترة سالكة فش ازمة,5883677616,-1,2023,3,7,14,46,35
409802,صره سالك ولا عليه اشي,5647986647,-1,2023,3,7,14,46,54
409803,معبر قلنديا للي خارج من القدس ازمة ازمة,1018320076,-1,2023,3,7,14,47,11
409804,صرة كيف,5930332948,-1,2023,3,7,14,47,12
409805,انو اسهل قبلان ولا عادي,1688669181,409801,2023,3,7,14,47,13
409806,,5368558867,-1,2023,3,7,14,47,26
409807,"حومش حالياً فتح
وضع الحاجز هناك بتغير كل شوي لانه الجنود ع مزاجهم بفتحو وبسكرو",1278989564,-1,2023,3,7,14,47,32
409808,عادي حالياً نفس الاشي,1278989564,409805,2023,3,7,14,47,34
